from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
3944,3944,4,0,14024476,14024762
3944,3944,4,0,14024477,14024763
3944,3944,4,0,14024478,14024764
3944,3944,4,0,14024479,14024765
3944,3944,4,0,14024480,14024766
3944,3944,4,0,14024481,14024767
3944,3944,4,0,14024482,14024768
3944,3944,4,0,14024483,14024769
3944,3944,4,0,14024484,14024770
3944,3944,4,0,14024485,14024771
3944,3944,4,0,14024486,14024772
3944,3944,4,0,14024487,14024773
3944,3944,4,0,14024488,14024774
3944,3944,4,0,14024489,14024775
3944,3944,4,0,14024490,14024776
3944,3944,4,0,14024491,14024777
3944,3944,4,0,14024492,14024778
3944,3944,4,0,14024493,14024779
3944,3944,4,0,14024494,14024730
3944,3944,4,0,14024495,14024731
3944,3944,4,0,14024496,14024732
3944,3944,4,0,14024497,14024733
3944,3944,4,0,14024498,14024734
3944,3944,4,0,14024499,14024735
3944,3944,4,0,14024500,14024736
3944,3944,4,0,14024501,14024737
3944,3944,4,0,14024502,14024738
3944,3944,4,0,14024555,14024816
3944,3944,4,0,14024556,14024817
3944,3944,4,0,14024557,14024818
3944,3944,4,0,14024558,14024819
3944,3944,4,0,14024559,14024820
3944,3944,4,0,14024560,14024834
3944,3944,4,0,14024561,14024835
3944,3944,4,0,14024562,14024837
3944,3944,4,0,14024563,14024838
3944,3944,4,0,14024564,14024836
3944,3944,4,0,14024565,14024839
3944,3944,4,0,14024566,14024840
3944,3944,4,0,14024567,14024841
3944,3944,4,0,14024568,14024842
3944,3944,4,0,14024569,14024843
3944,3944,4,0,14024570,14024844
3944,3944,4,0,14024571,14024845
3944,3944,4,0,14024572,14024821
3944,3944,4,0,14024573,14024822
3944,3944,4,0,14024574,14024823
3944,3944,4,0,14024575,14024824
3944,3944,4,0,14024576,14024825
3944,3944,4,0,14024577,14024826
3944,3944,4,0,14024578,14024827
3944,3944,4,0,14024579,14024828
3944,3944,4,0,14024580,14024829
3944,3944,4,0,14024581,14024830
3944,3944,4,0,14024582,14024831
3944,3944,4,0,14024583,14024832
3944,3944,4,0,14024584,14024833
3944,3944,4,0,14024585,14024846
3944,3944,4,0,14024586,14024814
3944,3944,4,0,14024587,14024815
3944,3944,4,0,14024622,14024901
3944,3944,4,0,14024623,14024878
3944,3944,4,0,14024624,14024879
3944,3944,4,0,14024625,14024880
3944,3944,4,0,14024626,14024881
3944,3944,4,0,14024627,14024882
3944,3944,4,0,14024628,14024883
3944,3944,4,0,14024629,14024884
3944,3944,4,0,14024630,14024885
3944,3944,4,0,14024631,14024886
3944,3944,4,0,14024632,14024887
3944,3944,4,0,14024633,14024888
3944,3944,4,0,14024634,14024889
3944,3944,4,0,14024635,14024898
3944,3944,4,0,14024636,14024899
3944,3944,4,0,14024637,14024900
3944,3944,4,0,14024638,14024902
3944,3944,4,0,14024639,14024876
3944,3944,4,0,14024640,14024877
3944,3944,4,0,14024641,14024890
3944,3944,4,0,14024642,14024891
3944,3944,4,0,14024643,14024892
3944,3944,4,0,14024644,14024893
3944,3944,4,0,14024645,14024894
3944,3944,4,0,14024646,14024895
3944,3944,4,0,14024647,14024896
3944,3944,4,0,14024648,14024897
3954,3314,0,240,,
3954,3333,2,300,,
3964,3944,2,180,,
3965,9255,0,240,,
3968,3979,0,240,,
397,1379,0,240,,
397,397,0,240,,
397,63,0,240,,
3973,12028,0,240,,
3973,3801,0,240,,
3975,3784,2,300,,
3984,10138,2,300,,
40,11302,2,360,,
40,35,0,240,,
40,8019,2,480,,
40,8035,2,420,,
40,8039,2,300,,
4002,3995,2,300,,
4004,4004,0,240,,
4004,4052,2,300,,
4010,12735,2,360,,
4010,12736,2,360,,
4010,4010,0,240,,
4010,4045,2,300,,
4015,4015,0,240,,
4016,10882,2,300,,
4016,4016,0,240,,
4016,4018,2,360,,
4016,4054,0,240,,
4016,4055,2,360,,
4018,10882,2,300,,
4018,4053,2,360,,
4018,4228,0,240,,
4030,4030,0,240,,
4043,10882,2,300,,
4043,4053,2,360,,
4043,4228,0,240,,
4045,12735,2,360,,
4045,12736,2,360,,
4045,4045,0,240,,
405,2081,0,240,,
405,405,0,240,,
405,4879,2,480,,
405,4887,2,480,,
405,584,0,240,,
4050,4274,2,360,,
4052,4004,2,300,,
4052,4052,0,240,,
4055,4015,2,300,,
4055,4055,0,240,,
4061,12696,2,300,,
4061,4061,0,240,,
4061,4830,2,300,,
4065,4371,0,240,,
4065,4391,0,240,,
407,4887,2,360,,
407,542,2,360,,
4071,4116,0,240,,
4077,4077,0,240,,
4087,4131,0,240,,
409,12375,2,300,,
409,12948,2,360,,
409,4496,2,360,,
409,8040,2,300,,
409,8535,0,240,,
4107,4080,2,300,,
4107,4107,0,240,,
4107,4168,2,300,,
4112,4144,2,300,,
4113,4074,2,300,,
4130,4100,0,240,,
4138,4123,2,300,,
4138,4164,2,300,,
414,2737,2,300,,
4141,4120,2,300,,
415,10465,2,360,,
415,10513,2,360,,
4154,4154,4,0,14026755,14026802
4154,4154,4,0,14026756,14026806
4154,4154,4,0,14026757,14026829
4154,4154,4,0,14026758,14026807
4154,4154,4,0,14026759,14026801
4154,4154,4,0,14026760,14026793
4154,4154,4,0,14026761,14026797
4154,4154,4,0,14026762,14026796
4154,4154,4,0,14026763,14026792
4154,4154,4,0,14026764,14026808
4154,4154,4,0,14026765,14026804
4154,4154,4,0,14026766,14026803
4154,4154,4,0,14026767,14026794
4154,4154,4,0,14026768,14026805
4154,4154,4,0,14026769,14026799
4154,4154,4,0,14026770,14026798
4154,4154,4,0,14026771,14026809
4154,4154,4,0,14026772,14026795
4154,4154,4,0,14026773,14026810
4154,4154,4,0,14026774,14026811
4154,4154,4,0,14026775,14026812
4154,4154,4,0,14026776,14026813
4154,4154,4,0,14026777,14026814
4154,4154,4,0,14026778,14026815
4154,4154,4,0,14026779,14026816
4154,4154,4,0,14026780,14026817
4154,4154,4,0,14026781,14026818
4154,4154,4,0,14026782,14026819
4154,4154,4,0,14026783,14026820
4154,4154,4,0,14026784,14026821
4154,4154,4,0,14026785,14026822
4154,4154,4,0,14026786,14026823
4154,4154,4,0,14026787,14026824
4154,4154,4,0,14026788,14026825
4154,4154,4,0,14026789,14026826
4154,4154,4,0,14026790,14026827
4154,4154,4,0,14026791,14026828
4154,4154,4,0,14313258,14313291
4154,4154,4,0,14313259,14313292
4154,4154,4,0,14313260,14313293
4154,4154,4,0,14313261,14313294
4154,4154,4,0,14313262,14313295
4154,4154,4,0,14313263,14313296
4154,4154,4,0,14313264,14313297
4154,4154,4,0,14313265,14313298
4154,4154,4,0,14313266,14313299
4154,4154,4,0,14313267,14313300
4154,4154,4,0,14313268,14313301
4154,4154,4,0,14313269,14313302
4154,4154,4,0,14313270,14313303
4154,4154,4,0,14313271,14313304
4154,4154,4,0,14313272,14313305
4154,4154,4,0,14313273,14313306
4154,4154,4,0,14313274,14313307
4154,4154,4,0,14313275,14313308
4154,4154,4,0,14313276,14313309
4154,4154,4,0,14313277,14313310
4154,4154,4,0,14313278,14313311
4154,4154,4,0,14313279,14313312
4154,4154,4,0,14313280,14313313
4154,4154,4,0,14313281,14313314
4154,4154,4,0,14313282,14313315
4154,4154,4,0,14313283,14313316
4154,4154,4,0,14313284,14313317
4154,4154,4,0,14313285,14313318
4154,4154,4,0,14313286,14313319
4154,4154,4,0,14313287,14313320
4154,4154,4,0,14313288,14313321
4154,4154,4,0,14313289,14313322
4154,4154,4,0,14313290,14313323
4154,4154,4,0,14313559,14313589
4154,4154,4,0,14313560,14313590
4154,4154,4,0,14313561,14313591
4154,4154,4,0,14313562,14313592
4154,4154,4,0,14313563,14313593
4154,4154,4,0,14313564,14313594
4154,4154,4,0,14313565,14313595
4154,4154,4,0,14313566,14313596
4154,4154,4,0,14313567,14313597
4154,4154,4,0,14313568,14313598
4154,4154,4,0,14313569,14313599
4154,4154,4,0,14313570,14313600
4154,4154,4,0,14313571,14313601
4154,4154,4,0,14313572,14313602
4154,4154,4,0,14313573,14313603
4154,4154,4,0,14313574,14313604
4154,4154,4,0,14313575,14313605
4154,4154,4,0,14313576,14313606
4154,4154,4,0,14313577,14313607
4154,4154,4,0,14313578,14313608
4154,4154,4,0,14313579,14313609
4154,4154,4,0,14313580,14313610
4154,4154,4,0,14313581,14313611
4154,4154,4,0,14313582,14313612
4154,4154,4,0,14313583,14313613
4154,4154,4,0,14313584,14313614
4154,4154,4,0,14313585,14313615
4154,4154,4,0,14313586,14313616
4154,4154,4,0,14313587,14313617
4154,4154,4,0,14313588,14313618
4188,4365,2,300,,
4189,4201,2,300,,
419,11019,0,240,,
419,419,0,240,,
419,483,0,240,,
4190,4190,0,240,,
4191,4191,0,240,,
4191,4243,0,240,,
4191,4301,0,240,,
4194,3994,2,300,,
4200,4190,2,300,,
4200,4200,0,240,,
4204,12687,2,300,,
4204,4186,2,300,,
4204,4212,0,240,,
4218,4371,0,240,,
4218,4391,2,360,,
4220,11263,2,300,,
4224,4061,2,300,,
4228,10879,0,240,,
4228,10882,0,240,,
4228,4018,0,240,,
4228,4228,0,240,,
423,11280,2,300,,
423,11281,2,300,,
423,12866,0,240,,
423,1586,0,240,,
4239,4231,0,240,,
4239,4239,0,240,,
4242,10865,0,240,,
4242,10867,0,240,,
4242,12693,0,240,,
4242,4242,0,240,,
4242,4459,0,240,,
4242,4471,0,240,,
4242,4568,0,240,,
4242,8037,0,240,,
4242,989,0,240,,
4243,4191,0,240,,
4243,4243,0,240,,
4243,4301,0,240,,
4243,4514,0,240,,
4295,4249,0,240,,
4295,4295,0,240,,
4296,4248,0,240,,
4297,4247,0,240,,
4301,4191,0,240,,
4301,4243,0,240,,
4301,4301,0,240,,
4301,4514,0,240,,
4304,4304,0,240,,
4319,4319,0,240,,
4323,4304,0,240,,
4324,4398,0,240,,
4326,4326,0,240,,
4329,4427,2,300,,
4329,4500,2,300,,
4336,4360,2,360,,
4341,4342,0,240,,
4346,4347,2,600,,
4346,4419,2,480,,
4347,4347,0,240,,
4355,4355,0,240,,
4355,8605,0,240,,
4360,4560,2,420,,
4360,4569,2,300,,
437,437,0,240,,
4371,4065,0,240,,
4371,4218,0,240,,
4371,4371,0,240,,
4384,4052,2,300,,
4384,4384,0,240,,
4403,4560,2,420,,
4403,4569,2,300,,
4407,4537,2,300,,
4412,4599,2,360,,
4414,4353,2,360,,
4414,4414,0,240,,
4416,4350,0,240,,
4427,4329,0,240,,
4427,4427,0,240,,
4427,4500,2,420,,
4427,4567,2,360,,
4429,9944,2,300,,
4440,4440,0,240,,
4443,4443,0,240,,
4447,4534,2,360,,
4448,4448,0,240,,
4456,11367,0,240,,
4456,4456,0,240,,
4459,10866,0,240,,
4459,10867,0,240,,
4459,12693,0,240,,
4459,4242,0,240,,
4459,4471,0,240,,
4459,4568,0,240,,
4459,8037,0,240,,
4459,989,0,240,,
4461,11867,0,240,,
4461,4461,0,240,,
4463,11639,2,360,,
4463,11645,2,300,,
4463,12683,2,300,,
4463,4463,0,240,,
4468,11708,2,360,,
4471,10865,0,240,,
4471,10867,0,240,,
4471,4242,2,120,,
4471,4459,0,240,,
4471,8037,2,120,,
4471,989,2,120,,
449,450,2,360,,
4491,11867,0,240,,
4491,4461,0,240,,
4491,4491,0,240,,
4491,4660,0,240,,
4496,44,2,300,,
4496,8535,2,300,,
4500,4329,2,300,,
4504,4504,0,240,,
4504,4517,0,240,,
4505,4505,0,240,,
4505,4516,0,240,,
4506,4506,0,240,,
4514,4191,0,240,,
4514,4243,0,240,,
4514,4301,0,240,,
4517,4504,0,240,,
4517,4517,0,240,,
453,493,2,360,,
4551,4551,4,0,14029507,14029803
4551,4551,4,0,14029508,14029829
4551,4551,4,0,14029509,14029828
4551,4551,4,0,14029510,14029822
4551,4551,4,0,14029511,14029821
4551,4551,4,0,14029512,14029801
4551,4551,4,0,14029513,14029800
4551,4551,4,0,14029514,14029819
4551,4551,4,0,14029515,14029815
4551,4551,4,0,14029516,14029820
4551,4551,4,0,14029517,14029827
4551,4551,4,0,14029518,14029802
4551,4551,4,0,14029519,14029823
4551,4551,4,0,14029520,14029826
4551,4551,4,0,14029521,14029811
4551,4551,4,0,14029522,14029810
4551,4551,4,0,14029523,14029809
4551,4551,4,0,14029524,14029808
4551,4551,4,0,14029525,14029825
4551,4551,4,0,14029526,14029812
4551,4551,4,0,14029527,14029817
4551,4551,4,0,14029528,14029783
4551,4551,4,0,14029529,14029806
4551,4551,4,0,14029530,14029793
4551,4551,4,0,14029531,14029792
4551,4551,4,0,14029532,14029791
4551,4551,4,0,14029533,14029790
4551,4551,4,0,14029534,14029788
4551,4551,4,0,14029535,14029795
4551,4551,4,0,14029536,14029818
4551,4551,4,0,14029537,14029804
4551,4551,4,0,14029538,14029797
4551,4551,4,0,14029539,14029794
4551,4551,4,0,14029540,14029789
4551,4551,4,0,14029541,14029799
4551,4551,4,0,14029542,14029786
4551,4551,4,0,14029543,14029814
4551,4551,4,0,14029544,14029807
4551,4551,4,0,14029545,14029796
4551,4551,4,0,14029546,14029787
4551,4551,4,0,14029547,14029813
4551,4551,4,0,14029548,14029784
4551,4551,4,0,14029549,14029816
4551,4551,4,0,14029550,14029782
4551,4551,4,0,14029551,14029785
4551,4551,4,0,14029552,14029805
4551,4551,4,0,14029553,14029824
4551,4551,4,0,14029554,14029798
4551,4551,4,0,14029603,14029893
4551,4551,4,0,14029604,14029895
4551,4551,4,0,14029605,14029892
4551,4551,4,0,14029606,14029869
4551,4551,4,0,14029607,14029866
4551,4551,4,0,14029608,14029882
4551,4551,4,0,14029609,14029896
4551,4551,4,0,14029610,14029885
4551,4551,4,0,14029611,14029877
4551,4551,4,0,14029612,14029874
4551,4551,4,0,14029613,14029870
4551,4551,4,0,14029614,14029889
4551,4551,4,0,14029615,14029886
4551,4551,4,0,14029616,14029883
4551,4551,4,0,14029617,14029890
4551,4551,4,0,14029618,14029873
4551,4551,4,0,14029619,14029872
4551,4551,4,0,14029620,14029871
4551,4551,4,0,14029621,14029894
4551,4551,4,0,14029622,14029887
4551,4551,4,0,14029623,14029879
4551,4551,4,0,14029624,14029881
4551,4551,4,0,14029625,14029867
4551,4551,4,0,14029626,14029878
4551,4551,4,0,14029627,14029864
4551,4551,4,0,14029628,14029875
4551,4551,4,0,14029629,14029865
4551,4551,4,0,14029630,14029888
4551,4551,4,0,14029631,14029884
4551,4551,4,0,14029632,14029868
4551,4551,4,0,14029633,14029880
4551,4551,4,0,14029634,14029876
4551,4551,4,0,14029635,14029891
4551,4551,4,0,14029670,14029940
4551,4551,4,0,14029671,14029926
4551,4551,4,0,14029672,14029942
4551,4551,4,0,14029673,14029941
4551,4551,4,0,14029674,14029934
4551,4551,4,0,14029675,14029938
4551,4551,4,0,14029676,14029937
4551,4551,4,0,14029677,14029949
4551,4551,4,0,14029678,14029950
4551,4551,4,0,14029679,14029939
4551,4551,4,0,14029680,14029935
4551,4551,4,0,14029681,14029947
4551,4551,4,0,14029682,14029933
4551,4551,4,0,14029683,14029936
4551,4551,4,0,14029684,14029945
4551,4551,4,0,14029685,14029932
4551,4551,4,0,14029686,14029925
4551,4551,4,0,14029687,14029946
4551,4551,4,0,14029688,14029948
4551,4551,4,0,14029689,14029931
4551,4551,4,0,14029690,14029930
4551,4551,4,0,14029691,14029928
4551,4551,4,0,14029692,14029943
4551,4551,4,0,14029693,14029944
4551,4551,4,0,14029694,14029929
4551,4551,4,0,14029695,14029927
4551,4551,4,0,14120931,14029798
4560,4360,2,480,,
4567,4427,2,300,,
4567,4500,2,300,,
4568,10867,0,240,,
4568,4242,2,120,,
4568,4459,0,240,,
4568,4471,0,240,,
4568,4568,2,120,,
4568,8037,2,120,,
4568,989,0,240,,
4569,4403,2,300,,
4579,4579,4,0,14029734,14029594
4579,4579,4,0,14029735,14029586
4579,4579,4,0,14029736,14029578
4579,4579,4,0,14029737,14029577
4579,4579,4,0,14029738,14029576
4579,4579,4,0,14029739,14029580
4579,4579,4,0,14029740,14029579
4579,4579,4,0,14029741,14029569
4579,4579,4,0,14029742,14029568
4579,4579,4,0,14029743,14029597
4579,4579,4,0,14029744,14029563
4579,4579,4,0,14029745,14029582
4579,4579,4,0,14029746,14029596
4579,4579,4,0,14029747,14029601
4579,4579,4,0,14029748,14029595
4579,4579,4,0,14029749,14029559
4579,4579,4,0,14029750,14029558
4579,4579,4,0,14029751,14029560
4579,4579,4,0,14029752,14029600
4579,4579,4,0,14029753,14029555
4579,4579,4,0,14029754,14029598
4579,4579,4,0,14029755,14029587
4579,4579,4,0,14029756,14029567
4579,4579,4,0,14029757,14029565
4579,4579,4,0,14029758,14029575
4579,4579,4,0,14029759,14029574
4579,4579,4,0,14029760,14029573
4579,4579,4,0,14029761,14029572
4579,4579,4,0,14029762,14029571
4579,4579,4,0,14029763,14029570
4579,4579,4,0,14029764,14029566
4579,4579,4,0,14029765,14029564
4579,4579,4,0,14029766,14029556
4579,4579,4,0,14029767,14029599
4579,4579,4,0,14029768,14029562
4579,4579,4,0,14029769,14029561
4579,4579,4,0,14029770,14029589
4579,4579,4,0,14029771,14029584
4579,4579,4,0,14029772,14029592
4579,4579,4,0,14029773,14029557
4579,4579,4,0,14029774,14029588
4579,4579,4,0,14029775,14029583
4579,4579,4,0,14029776,14029585
4579,4579,4,0,14029777,14029591
4579,4579,4,0,14029778,14029590
4579,4579,4,0,14029779,14029602
4579,4579,4,0,14029780,14029593
4579,4579,4,0,14029781,14029581
4579,4579,4,0,14029830,14029636
4579,4579,4,0,14029831,14029659
4579,4579,4,0,14029832,14029656
4579,4579,4,0,14029833,14029657
4579,4579,4,0,14029834,14029658
4579,4579,4,0,14029835,14029660
4579,4579,4,0,14029836,14029661
4579,4579,4,0,14029837,14029662
4579,4579,4,0,14029838,14029663
4579,4579,4,0,14029839,14029664
4579,4579,4,0,14029840,14029665
4579,4579,4,0,14029841,14029666
4579,4579,4,0,14029842,14029667
4579,4579,4,0,14029843,14029668
4579,4579,4,0,14029844,14029669
4579,4579,4,0,14029845,14029651
4579,4579,4,0,14029846,14029641
4579,4579,4,0,14029847,14029639
4579,4579,4,0,14029848,14029642
4579,4579,4,0,14029849,14029643
4579,4579,4,0,14029850,14029644
4579,4579,4,0,14029851,14029645
4579,4579,4,0,14029852,14029646
4579,4579,4,0,14029853,14029647
4579,4579,4,0,14029854,14029648
4579,4579,4,0,14029855,14029649
4579,4579,4,0,14029856,14029638
4579,4579,4,0,14029857,14029650
4579,4579,4,0,14029858,14029652
4579,4579,4,0,14029859,14029653
4579,4579,4,0,14029860,14029654
4579,4579,4,0,14029861,14029655
4579,4579,4,0,14029862,14029637
4579,4579,4,0,14029863,14029640
4579,4579,4,0,14029897,14029705
4579,4579,4,0,14029898,14029706
4579,4579,4,0,14029899,14029707
4579,4579,4,0,14029900,14029708
4579,4579,4,0,14029901,14029709
4579,4579,4,0,14029902,14029716
4579,4579,4,0,14029903,14029717
4579,4579,4,0,14029904,14029719
4579,4579,4,0,14029905,14029718
4579,4579,4,0,14029906,14029720
4579,4579,4,0,14029907,14029721
4579,4579,4,0,14029908,14029722
4579,4579,4,0,14029909,14029710
4579,4579,4,0,14029910,14029697
4579,4579,4,0,14029911,14029698
4579,4579,4,0,14029912,14029711
4579,4579,4,0,14029913,14029699
4579,4579,4,0,14029914,14029712
4579,4579,4,0,14029915,14029715
4579,4579,4,0,14029916,14029713
4579,4579,4,0,14029917,14029714
4579,4579,4,0,14029918,14029700
4579,4579,4,0,14029919,14029701
4579,4579,4,0,14029920,14029702
4579,4579,4,0,14029921,14029696
4579,4579,4,0,14029922,14029703
4579,4579,4,0,14029923,14029704
4579,4579,4,0,14029924,14029723
4579,4579,4,0,14120936,14029593
4579,4579,4,0,14120942,14029581
4599,4447,0,240,,
4599,4599,0,240,,
460,1522,0,240,,
460,1589,0,240,,
4608,4608,0,240,,
4629,4689,0,240,,
463,11014,2,300,,
463,11021,0,240,,
4640,4678,0,240,,
4642,12163,2,300,,
4644,4644,0,240,,
4644,4674,0,240,,
4647,4647,0,240,,
4647,4670,0,240,,
4652,4665,0,240,,
4654,4654,0,240,,
4654,4832,0,240,,
4656,11867,2,420,,
4656,4461,2,420,,
4656,4656,0,240,,
4660,11867,0,240,,
4660,4491,0,240,,
4674,4644,0,240,,
4674,4674,0,240,,
4722,10819,0,240,,
4722,10823,0,240,,
4734,8636,0,240,,
4750,10819,0,240,,
4750,10823,0,240,,
4756,10328,2,300,,
4756,4756,4,0,14314033,14314017
4756,4756,4,0,14314034,14314018
4756,4756,4,0,14314035,14314019
4756,4756,4,0,14314036,14314020
4756,4756,4,0,14314037,14314021
4756,4756,4,0,14314038,14314022
4756,4756,4,0,14314039,14314023
4756,4756,4,0,14314040,14314024
4756,4756,4,0,14314041,14314025
4756,4756,4,0,14314042,14314026
4756,4756,4,0,14314043,14314027
4756,4756,4,0,14314044,14314028
4756,4756,4,0,14314045,14314029
4756,4756,4,0,14314046,14314030
4756,4756,4,0,14314047,14314031
4756,4756,4,0,14314048,14314032
4756,4756,4,0,14314334,14314319
4756,4756,4,0,14314335,14314320
4756,4756,4,0,14314336,14314321
4756,4756,4,0,14314337,14314322
4756,4756,4,0,14314338,14314323
4756,4756,4,0,14314339,14314324
4756,4756,4,0,14314340,14314325
4756,4756,4,0,14314341,14314326
4756,4756,4,0,14314342,14314327
4756,4756,4,0,14314343,14314328
4756,4756,4,0,14314344,14314329
4756,4756,4,0,14314345,14314330
4756,4756,4,0,14314346,14314331
4756,4756,4,0,14314347,14314332
4756,4756,4,0,14314348,14314333
4756,4756,4,0,14316073,14316049
4756,4756,4,0,14316074,14316050
4756,4756,4,0,14316075,14316051
4756,4756,4,0,14316076,14316052
4756,4756,4,0,14316077,14316053
4756,4756,4,0,14316078,14316054
4756,4756,4,0,14316079,14316055
4756,4756,4,0,14316080,14316056
4756,4756,4,0,14316081,14316057
4756,4756,4,0,14316082,14316058
4756,4756,4,0,14316083,14316059
4756,4756,4,0,14316084,14316060
4756,4756,4,0,14316085,14316062
4756,4756,4,0,14316086,14316063
4756,4756,4,0,14316087,14316064
4756,4756,4,0,14316088,14316065
4756,4756,4,0,14316089,14316066
4756,4756,4,0,14316090,14316067
4756,4756,4,0,14316091,14316068
4756,4756,4,0,14316092,14316069
4756,4756,4,0,14316093,14316070
4756,4756,4,0,14316094,14316071
4756,4756,4,0,14316095,14316072
48,11563,2,300,,
48,98,0,240,,
4817,4817,4,0,14316200,14316216
4817,4817,4,0,14316201,14316217
4817,4817,4,0,14316202,14316218
4817,4817,4,0,14316203,14316219
4817,4817,4,0,14316204,14316220
4817,4817,4,0,14316205,14316221
4817,4817,4,0,14316206,14316222
4817,4817,4,0,14316207,14316223
4817,4817,4,0,14316208,14316224
4817,4817,4,0,14316209,14316225
4817,4817,4,0,14316210,14316226
4817,4817,4,0,14316211,14316227
4817,4817,4,0,14316212,14316228
4817,4817,4,0,14316213,14316229
4817,4817,4,0,14316214,14316230
4817,4817,4,0,14316215,14316231
4817,4817,4,0,14316232,14316246
4817,4817,4,0,14316233,14316247
4817,4817,4,0,14316234,14316248
4817,4817,4,0,14316235,14316249
4817,4817,4,0,14316236,14316250
4817,4817,4,0,14316237,14316251
4817,4817,4,0,14316238,14316252
4817,4817,4,0,14316239,14316253
4817,4817,4,0,14316240,14316254
4817,4817,4,0,14316241,14316255
4817,4817,4,0,14316242,14316256
4817,4817,4,0,14316243,14316257
4817,4817,4,0,14316244,14316258
4817,4817,4,0,14316245,14316259
4817,4817,4,0,14316265,14316287
4817,4817,4,0,14316266,14316288
4817,4817,4,0,14316267,14316289
4817,4817,4,0,14316268,14316290
4817,4817,4,0,14316269,14316291
4817,4817,4,0,14316270,14316292
4817,4817,4,0,14316271,14316294
4817,4817,4,0,14316272,14316293
4817,4817,4,0,14316273,14316295
4817,4817,4,0,14316274,14316296
4817,4817,4,0,14316275,14316297
4817,4817,4,0,14316276,14316298
4817,4817,4,0,14316277,14316299
4817,4817,4,0,14316278,14316300
4817,4817,4,0,14316279,14316301
4817,4817,4,0,14316280,14316302
4817,4817,4,0,14316281,14316303
4817,4817,4,0,14316615,14316296
4830,4061,2,300,,
4830,4830,0,240,,
4845,12939,2,420,,
4845,4845,0,240,,
4845,4939,0,240,,
4845,5093,0,240,,
4845,5230,0,240,,
4845,5244,0,240,,
4845,5553,0,240,,
4845,5997,0,240,,
4845,6080,0,240,,
4845,6455,0,240,,
485,12713,2,300,,
485,418,2,300,,
485,485,0,240,,
4879,405,2,480,,
4879,407,2,300,,
4879,542,2,360,,
4879,584,2,600,,
4881,10399,2,300,,
4881,11706,0,240,,
4881,4495,2,420,,
4881,4496,2,420,,
4881,4881,0,240,,
4881,8041,2,420,,
4881,9129,2,480,,
4881,97,2,360,,
4882,11272,2,420,,
4882,4882,0,240,,
4887,4887,0,240,,
4915,11826,2,360,,
4915,4849,2,300,,
4917,12939,2,300,,
4917,4846,2,300,,
4917,4917,0,240,,
4917,5093,2,420,,
4925,5567,2,360,,
4925,5615,0,240,,
4928,4928,0,240,,
4928,9961,0,240,,
4929,4929,0,240,,
4933,5567,0,240,,
4933,5615,0,240,,
4936,11121,0,240,,
4936,4922,2,300,,
4936,6081,2,300,,
4939,4845,0,240,,
4939,4939,0,240,,
4939,5093,0,240,,
4939,5230,0,240,,
4939,5244,0,240,,
4939,5553,0,240,,
4939,5997,0,240,,
4939,6080,0,240,,
4939,6455,0,240,,
4949,5019,0,240,,
4949,5074,0,240,,
4950,11627,2,600,,
4950,11630,2,420,,
4959,4959,0,240,,
4959,4974,0,240,,
4959,5133,0,240,,
4961,12794,2,300,,
4961,12943,2,300,,
4961,4961,0,240,,
4961,4962,0,240,,
4961,4972,0,240,,
4962,12794,2,300,,
4962,4961,0,240,,
4962,4962,0,240,,
4962,4972,0,240,,
4965,10896,2,300,,
4965,10897,2,300,,
497,442,2,360,,
497,497,0,240,,
497,676,2,300,,
497,955,2,600,,
4972,12943,2,300,,
4972,4961,0,240,,
4972,4962,0,240,,
4972,4972,0,240,,
498,441,2,300,,
4981,11630,2,480,,
4982,11627,2,480,,
4984,5019,0,240,,
4984,5074,0,240,,
5003,8615,2,360,,
5004,5009,2,300,,
5007,11895,0,240,,
5007,5007,0,240,,
5007,5007,4,0,14032891,14032873
5007,5007,4,0,14032892,14032875
5007,5007,4,0,14032894,14032877
5007,5007,4,0,14032896,14032880
5007,5007,4,0,14032897,14032882
5007,5007,4,0,14032898,14032874
5007,5007,4,0,14032899,14032881
5007,5007,4,0,14032900,14032872
5007,5007,4,0,14032901,14032871
5007,5007,4,0,14032903,14032869
5007,5007,4,0,14032906,14032876
5007,5007,4,0,14032908,14032879
5007,5007,4,0,14032910,14032870
5007,5007,4,0,14032913,14032883
5007,5007,4,0,14032914,14032878
5007,5007,4,0,14032915,14032889
5007,5007,4,0,14032938,14032917
5007,5007,4,0,14032940,14032933
5007,5007,4,0,14032941,14032922
5007,5007,4,0,14032942,14032931
5007,5007,4,0,14032943,14032934
5007,5007,4,0,14032945,14032924
5007,5007,4,0,14032946,14032919
5007,5007,4,0,14032951,14032920
5007,5007,4,0,14032952,14032929
5015,11628,2,480,,
5015,11629,2,480,,
5019,4949,0,240,,
5019,4984,0,240,,
5019,5019,0,240,,
5019,5074,0,240,,
5021,5104,0,240,,
5021,5140,0,240,,
5023,5256,2,420,,
5024,5024,0,240,,
5024,5068,2,300,,
5025,11127,2,300,,
5025,11130,2,300,,
5025,5025,0,240,,
5029,5029,0,240,,
503,1244,0,240,,
503,503,0,240,,
5034,5656,0,240,,
5034,5678,2,300,,
5037,5719,0,240,,
5037,5725,0,240,,
5039,5039,0,240,,
5040,5039,2,360,,
5040,5050,2,300,,
5040,5794,2,360,,
5042,12155,0,240,,
5042,12695,0,240,,
5042,12916,0,240,,
